0.389782,-1.06514,0.912386,-0.263785,0.3,0.0449617,
0.354046,-1.01069,0.918477,-0.263785,0.3,0.0449617,
0.31831,-0.956239,0.924568,-0.263785,0.3,0.0449617,
0.282574,-0.901788,0.930659,-0.263785,0.3,0.0449617,
0.246839,-0.847337,0.93675,-0.263785,0.3,0.0449617,
0.211103,-0.792887,0.942841,-0.263785,0.3,0.0449617,
0.175367,-0.738436,0.948933,-0.263785,0.3,0.0449617,
0.139631,-0.683986,0.955024,-0.263785,0.3,0.0449617,
0.103895,-0.629535,0.961115,-0.263785,0.3,0.0449617,
0.0681596,-0.575084,0.967206,-0.263785,0.3,0.0449617,
0.0324238,-0.520634,0.973297,-0.263785,0.3,0.0449617,
-0.003312,-0.466183,0.979388,-0.263785,0.3,0.0449617,
-0.0390478,-0.411733,0.985479,-0.263785,0.3,0.0449617,
-0.0747836,-0.357282,0.99157,-0.263785,0.3,0.0449617,
-0.110519,-0.302832,0.997661,-0.263785,0.3,0.0449617,
-0.146255,-0.248381,1.00375,-0.263785,0.3,0.0449617,
-0.181991,-0.19393,1.00984,-0.263785,0.3,0.0449617,
-0.217727,-0.13948,1.01593,-0.263785,0.3,0.0449617,
-0.253463,-0.0850292,1.02203,-0.263785,0.3,0.0449617,
-0.289198,-0.0305786,1.02812,-0.263785,0.3,0.0449617,
-0.324934,0.023872,1.03421,-0.263785,0.3,0.0449617,
-0.36067,0.0783226,1.0403,0.3,0.209217,0.210636,
-0.317878,0.106666,1.06883,0.3,0.209217,0.210636,
-0.275086,0.135009,1.09737,0.3,0.209217,0.210636,
-0.232295,0.163352,1.12591,0.3,0.209217,0.210636,
-0.189503,0.191696,1.15444,0.3,0.209217,0.210636,
-0.146711,0.220039,1.18298,0.3,0.209217,0.210636,
-0.103919,0.248382,1.21151,0.3,0.209217,0.210636,
-0.0611275,0.276726,1.24005,0.3,0.209217,0.210636,
-0.0183357,0.305069,1.26858,0.3,0.209217,0.210636,
0.0244561,0.333412,1.29712,0.3,0.209217,0.210636,
0.0672479,0.361756,1.32565,0.3,0.209217,0.210636,
0.11004,0.390099,1.35419,0.3,0.209217,0.210636,
0.152831,0.418442,1.38273,0.3,0.209217,0.210636,
0.195623,0.446786,1.41126,0.3,0.209217,0.210636,
0.238415,0.475129,1.4398,0.264947,0.3,-0.3,
0.274308,0.531529,1.39696,0.264947,0.3,-0.3,
0.310201,0.58793,1.35413,0.264947,0.3,-0.3,
0.346095,0.644331,1.3113,0.264947,0.3,-0.3,
0.381988,0.700732,1.26847,0.264947,0.3,-0.3,
0.417881,0.757132,1.22563,0.264947,0.3,-0.3,
0.453774,0.813533,1.1828,0.264947,0.3,-0.3,
0.489667,0.869934,1.13997,0.264947,0.3,-0.3,
0.52556,0.926334,1.09714,0.264947,0.3,-0.3,
0.561454,0.982735,1.0543,0.264947,0.3,-0.3,
0.597347,1.03914,1.01147,0.264947,0.3,-0.3,
0.63324,1.09554,0.968638,0.264947,0.3,-0.3,
0.669133,1.15194,0.925806,0.264947,0.3,-0.3,
0.705026,1.20834,0.882973,0.264947,0.3,-0.3,
0.776813,1.32114,0.797308,0,0,0,
